class_Id,SpellsKnown,Name,Gender,Heritage,TemplateString,Stuck,AiUsesMana,AllowGive,IgnoreCollisions,ReportCollisions,Ethereal,GravityStatus,Attackable,ReportCollisionsAsEnvironment,AllowEdgeSlide,NeverFailCasting,AiImmobile,NonProjectileMagicImmune,Strength,Endurance,Quickness,Coordination,Focus,Self,MaxHealth,MaxStamina,MaxMana,DeathTreasureType,ItemType,CreatureType,ItemsCapacity,ContainersCapacity,Mass,ItemUseable,Level,ArmorType,CombatMode,TargetingTactic,PhysicsState,AiAllowedCombatStyle,ShowableOnRadar,XpValue,AxeSkill,BowSkill,CrossbowSkill,DaggerSkill,MaceSkill,MeleeDefenseSkill,MissileDefenseSkill,SlingSkill,SpearSkill,StaffSkill,SwordSkill,ThrownWeaponSkill,UnarmedCombatSkill,ArcaneLoreSkill,MagicDefenseSkill,ManaConversionSkill,DeceptionSkill,HealingSkill,JumpSkill,LockpickSkill,RunSkill,CreatureEnchantmentSkill,ItemEnchantmentSkill,LifeMagicSkill,WarMagicSkill,TwoHandedCombatSkill,VoidMagicSkill,HeavyWeaponsSkill,LightWeaponsSkill,FinesseWeaponsSkill,MissileWeaponsSkill,ShieldSkill,DualWieldSkill,RecklessnessSkill,SneakAttackSkill,DirtyFightingSkill,SummoningSkill,BaseArmor,HealthRate,StaminaRate,ManaRate,Shade,ArmorModVsSlash,ArmorModVsPierce,ArmorModVsBludgeon,ArmorModVsCold,ArmorModVsFire,ArmorModVsAcid,ArmorModVsElectric,VisualAwarenessRange,PowerupTime,ChargeSpeed,Modelscale,ResistSlash,ResistPierce,ResistBludgeon,ResistFire,ResistCold,ResistAcid,ResistElectric,ResistHealthBoost,ResistStaminaDrain,ResistStaminaBoost,ResistManaDrain,ResistManaBoost,AiUseMagicDelay,ObviousRadarRange,AiAcquireHealth,ResistHealthDrain,DeathTreasureType,LootTier
27860,0,Sallow Moarsman,,,,1,,,0,1,0,1,1,,,,,,80,80,100,50,90,40,60,130,40,453,16,34,-1,-1,,1,15,0,2,13,1032,131,2,2000,,,,,,58,66,,,,,,,,55,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27861,0,Squallid Moarsman,,,,1,,,0,1,0,1,1,,,,,,190,190,210,170,200,150,695,890,300,452,16,34,-1,-1,,1,135,0,2,13,1032,131,2,250000,,,,,,332,432,,,,,,,,282,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27862,0,Viscous Moarsman,,,,1,,,0,1,0,1,1,,,,,,170,170,180,140,170,120,405,570,220,450,16,34,-1,-1,,1,100,0,2,13,1032,131,2,80000,,,,,,205,347,,,,,,,200,200,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27863,16,Mosswart Cringer,,,,1,1,,0,1,0,1,1,,,1,,,235,180,210,210,200,190,185,330,240,450,16,4,-1,-1,,1,80,0,2,13,1032,131,2,30000,,,,,,265,361,,,,,,,249,204,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27864,0,Mosswart Muck Stalker,,,,1,,,0,1,0,1,1,,,,,,180,170,155,165,110,100,275,440,270,450,16,4,-1,-1,,1,80,0,2,13,1032,131,2,30000,,,,,,240,344,,,,,,,249,197,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27892,0,Burun Ruuk Scamp,,,,1,,,0,1,0,1,1,,,,,,180,240,300,120,100,100,200,400,100,451,16,75,-1,-1,,1,40,0,2,13,1032,131,2,7000,,,,,,78,184,,,,,,,,132,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27893,0,Drudge Prowler,,,,1,,,0,1,0,,,,,,,,30,40,45,60,30,20,45,90,20,453,16,3,-1,-1,,1,7,0,2,9,1032,131,2,179,20,,,20,20,28,20,,20,20,20,,20,,8,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27899,0,"Bleeargh, Mosswart Swamp Lord",,,,1,,1,0,1,0,,0,,,,1,,260,200,230,250,250,220,350,350,300,,16,4,-1,-1,,32,120,0,2,,1032,131,2,2532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27917,27,Hezhit,,,,1,1,,0,1,0,,,,,1,,,330,290,280,280,320,320,5500,1500,1500,23,16,14,-1,-1,,1,130,0,1,3,1032,183,2,218916,345,175,175,300,345,348,441,,345,345,345,,345,240,284,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27918,27,Jrvik,,,,1,1,,0,1,0,,,,,1,,,310,260,280,260,240,240,4500,1400,1500,19,16,14,-1,-1,,1,111,0,1,3,1032,183,2,161783,280,155,155,280,280,302,403,,280,280,280,,300,240,290,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27919,26,Zixki,,,,1,1,,0,1,0,,,,,1,,,410,280,320,320,320,320,7000,1500,1500,449,16,14,-1,-1,,1,150,0,1,3,1032,183,2,274905,383,180,180,312,383,333,444,,383,383,383,,383,240,308,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27920,17,Tormented Attendant,,,,1,1,,0,1,0,1,1,,,1,,,130,130,110,160,200,190,440,580,440,448,16,14,-1,-1,,1,100,0,1,3,1032,183,2,80000,,,,,,272,383,,,,,,,240,268,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27921,17,Tormented Consort,,,,1,1,,0,1,0,,,,,1,,,330,260,300,300,320,320,500,460,505,452,16,14,-1,-1,,1,125,0,1,3,1032,183,2,66737,315,180,180,315,315,317,408,,315,315,315,,315,240,276,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27922,16,Tormented Patriarch,,,,1,1,,0,1,0,,,,,1,,,390,360,320,320,320,320,600,560,560,449,16,14,-1,-1,,1,145,0,1,3,1032,183,2,86611,312,180,180,312,312,325,440,,312,312,312,,312,240,302,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27934,0,Strange Device,,,,1,,,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,276,0,,,6292504,,0,23940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27935,0,Strange Device,,,,1,,,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,276,0,,,6292504,,0,23940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27936,0,Strange Device,,,,1,,,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,276,0,,,6292504,,0,23940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27937,0,Biting Ballistae,,,,1,,,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,171,0,,,6292504,,0,13410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27938,0,Sealed Door,,,,1,,,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,710,0,,,6292504,,0,43164,,,,,,,,,,,,,,200,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27939,0,Sealed Door,,,,1,,,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,710,0,,,6292504,,0,43164,,,,,,,,,,,,,,200,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27940,0,Sealed Door,,,,1,,,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,710,0,,,6292504,,0,43164,,,,,,,,,,,,,,200,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27941,0,Eye of the Watcher,,,,1,,,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,276,0,,,6292504,,0,23940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27942,0,Eye of the Watcher,,,,1,,,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,276,0,,,6292504,,0,23940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27943,0,Eye of the Watcher,,,,1,,,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,276,0,,,6292504,,0,23940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27944,0,Eye of the Watcher,,,,1,,,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,276,0,,,6292504,,0,23940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27945,0,Eye of the Watcher,,,,1,,,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,276,0,,,6292504,,0,23940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27946,0,Eye of the Watcher,,,,1,,,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,276,0,,,6292504,,0,23940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27947,0,Eye of the Watcher,,,,1,,,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,276,0,,,6292504,,0,23940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27948,0,Finn Skigg,Male,Aluvian,Adventurer,1,,1,,1,0,,0,1,1,,1,,210,170,160,200,140,120,235,340,200,,16,31,-1,-1,120,32,120,0,,,6292504,,4,2684,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27949,0,Guardian,,,,1,,,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,427,0,,,6292504,,0,39036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27950,0,Guardian,,,,1,,,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,427,0,,,6292504,,0,39036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27951,0,Guardian,,,,1,,,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,427,0,,,6292504,,0,39036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27952,0,Guardian,,,,1,,,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,427,0,,,6292504,,0,39036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27953,0,Guardian,,,,1,,,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,427,0,,,6292504,,0,39036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27954,0,Guardian,,,,1,,,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,427,0,,,6292504,,0,39036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27955,0,Guardian,,,,1,,,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,427,0,,,6292504,,0,39036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27956,0,Guardian,,,,1,,1,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,427,0,,,6292504,,0,39036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27957,0,Guardian,,,,1,,1,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,427,0,,,6292504,,0,39036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27958,0,Guardian,,,,1,,1,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,427,0,,,6292504,,0,39036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27959,0,Guardian,,,,1,,,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,427,0,,,6292504,,0,39036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27960,0,Razorbound Flange,,,,1,,,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,171,0,,,6292504,,0,13410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27961,0,Pillar,,,,1,,1,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,171,0,,,6292504,,0,13410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27962,0,Pillar,,,,1,,1,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,171,0,,,6292504,,0,13410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27963,0,Pillar,,,,1,,1,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,427,0,,,6292504,,0,39036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27964,0,Pillar,,,,1,,1,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,171,0,,,6292504,,0,13410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27965,0,Pillar,,,,1,,1,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,171,0,,,6292504,,0,13410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27966,0,Pillar,,,,1,,1,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,171,0,,,6292504,,0,13410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27967,0,Pillar,,,,1,,1,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,171,0,,,6292504,,0,13410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27968,0,Pillar,,,,1,,1,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,171,0,,,6292504,,0,13410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27969,0,Portal to Izji Qo's Temple,,,,1,,,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,171,0,,,6292504,,0,13410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27970,0,"Sarcophagus of High Matriarch, Hizk Ri",,,,1,,,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,427,0,,,6292504,,0,39036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27971,0,Mosswart Enchantment Idol,,,,1,,,,1,0,,0,1,1,,1,,380,340,250,330,250,285,370,491,486,,16,63,-1,-1,120,32,171,0,,,6292504,,0,13410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27978,0,Guruk Basher,,,,1,,,0,1,0,1,1,,,,,,300,400,120,150,100,100,400,560,100,452,16,75,-1,-1,,1,100,0,2,13,1032,,2,80000,,,,,,316,400,,,,,,,,264,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27979,0,Guruk Beast,,,,1,,,0,1,0,1,1,,,,,,420,700,180,210,100,100,550,860,100,452,16,75,-1,-1,,1,115,0,2,13,1032,,2,125000,,,,,,376,440,,,,,,,,308,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27980,0,Guruk Behemoth,,,,1,,,0,1,0,1,1,,,,,,520,1000,210,260,100,100,700,1160,100,449,16,75,-1,-1,,1,135,0,2,13,1032,,2,250000,,,,,,426,478,,,,,,,,356,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27981,0,Guruk Boor,,,,1,,,0,1,0,1,1,,,,,,320,450,130,160,100,100,425,610,100,452,16,75,-1,-1,,1,100,0,2,13,1032,,2,80000,,,,,,326,408,,,,,,,,275,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27982,0,Guruk Brute,,,,1,,,0,1,0,1,1,,,,,,440,750,190,220,100,100,575,910,100,452,16,75,-1,-1,,1,115,0,2,13,1032,,2,125000,,,,,,386,450,,,,,,,,318,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27983,0,Guruk Colossus,,,,1,,,0,1,0,1,1,,,,,,500,900,205,250,100,100,650,1060,100,449,16,75,-1,-1,,1,135,0,2,13,1032,,2,250000,,,,,,416,470,,,,,,,,348,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27984,0,Guruk Crusher,,,,1,,,0,1,0,1,1,,,,,,380,600,160,190,100,100,500,760,100,452,16,75,-1,-1,,1,115,0,2,13,1032,,2,125000,,,,,,356,432,,,,,,,,294,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27985,0,Guruk Destroyer,,,,1,,,0,1,0,1,1,,,,,,460,800,195,230,100,100,600,960,100,452,16,75,-1,-1,,1,135,0,2,13,1032,,2,250000,,,,,,396,454,,,,,,,,330,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27986,0,Guruk Gorefiend,,,,1,,,0,1,0,1,1,,,,,,560,1100,220,280,100,100,750,1260,100,449,16,75,-1,-1,,1,160,0,2,13,1032,,2,500000,,,,,,426,492,,,,,,,,368,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27987,0,Guruk Heavy,,,,1,,,0,1,0,1,1,,,,,,360,550,150,180,100,100,475,710,100,452,16,75,-1,-1,,1,100,0,2,13,1032,,2,80000,,,,,,346,424,,,,,,,,288,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27988,0,Guruk Miscreant,,,,1,,,0,1,0,1,1,,,,,,340,500,140,170,100,100,450,660,100,452,16,75,-1,-1,,1,100,0,2,13,1032,,2,80000,,,,,,336,416,,,,,,,,282,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27989,0,Guruk Smasher,,,,1,,,0,1,0,1,1,,,,,,400,650,170,200,100,100,525,810,100,452,16,75,-1,-1,,1,115,0,2,13,1032,,2,125000,,,,,,366,440,,,,,,,,302,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27990,0,Guruk Titan,,,,1,,,0,1,0,1,1,,,,,,540,1050,215,270,100,100,725,1210,100,449,16,75,-1,-1,,1,160,0,2,13,1032,,2,500000,,,,,,426,484,,,,,,,,362,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27999,22,Phantasm,,,,1,1,,0,1,0,1,1,,,1,,,160,150,130,160,210,200,555,710,540,448,16,14,-1,-1,,1,115,0,1,3,1032,183,2,125000,,,,,,295,397,,,,,,,240,232,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28000,11,Mosswart Scavenger,,,,1,0,,0,1,0,1,1,,,1,,,210,200,175,190,135,125,490,690,425,452,16,4,-1,-1,,1,115,0,2,9,1032,131,2,125000,,,,,,275,375,,,,220,,,200,260,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28001,8,Mosswart Scrounger,,,,1,1,,0,1,0,1,1,,,1,,,210,200,175,190,135,125,490,690,425,452,16,4,-1,-1,,1,115,0,2,13,1032,131,2,125000,,,,,,280,370,,,,,,,350,249,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28016,17,Tormented Attendant,,,,1,1,,0,1,0,,,,,1,,,290,240,260,280,220,220,400,390,320,448,16,14,-1,-1,,1,105,0,1,3,1032,183,2,35111,260,155,155,280,260,272,383,,260,260,260,,260,240,268,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28017,17,Tormented Consort,,,,1,1,,0,1,0,,,,,1,,,330,260,300,300,320,320,500,460,505,452,16,14,-1,-1,,1,125,0,1,3,1032,183,2,66737,315,180,180,315,315,317,408,,315,315,315,,315,240,276,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28018,16,Tormented Patriarch,,,,1,1,,0,1,0,,,,,1,,,390,360,320,320,320,320,600,560,560,449,16,14,-1,-1,,1,145,0,1,3,1032,183,2,86611,312,180,180,312,312,325,440,,312,312,312,,312,240,302,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28039,18,Martinate Virindi Inquisitor,,,,1,0,,0,1,0,1,1,,,1,,,250,200,290,250,300,300,500,600,700,460,16,19,-1,-1,,1,100,0,,3,1032,,2,80000,,,,,,300,390,,,,,,,300,250,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28040,10,Coral Golem,,,,1,1,,0,1,0,,,,,1,,,370,360,270,270,270,270,600,511,471,462,16,13,-1,-1,,1,90,0,2,9,1032,,2,24691,,,,,,235,340,,,,,,170,300,200,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28041,5,Glacial Golem,,,,1,1,,0,1,0,,,,,1,,,150,200,40,80,120,110,150,350,310,463,16,13,-1,-1,,1,53,0,2,9,1032,,2,8527,,,,,,180,290,,,,,,90,180,155,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28042,12,Magma Golem,,,,1,1,,0,1,0,,,,1,1,,,250,300,150,150,150,150,400,450,350,462,16,13,-1,-1,,1,85,0,2,9,4197384,,2,21122,,,,,,275,375,,,,,,170,200,220,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28043,12,Platinum Golem,,,,1,1,,0,1,0,,,,,1,,,390,380,250,330,350,400,500,600,600,461,16,13,-1,-1,,1,135,0,2,9,1032,,2,74050,,,,,,300,429,,,,,,275,300,265,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28048,12,Specter,,,,1,0,,0,1,0,1,1,,,,,,120,190,190,190,330,350,295,190,550,462,16,77,-1,-1,,1,80,0,,3,1032,,2,30000,,,,,,273,364,,,,,,,300,163,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28049,9,Ancient Coral Golem,,,,1,1,,0,1,0,1,1,,,1,,,260,270,160,170,160,160,535,490,435,464,16,13,-1,-1,,1,115,0,2,9,1032,,2,125000,,,,,,287,392,,,,,,,300,232,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28050,9,Ancient Coral Golem,,,,1,1,,0,1,0,1,1,,,1,,,260,270,160,170,160,160,535,490,435,464,16,13,-1,-1,,1,115,0,2,9,1032,,2,125000,,,,,,287,392,,,,,,,300,232,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28051,9,Ancient Coral Golem,,,,1,1,,0,1,0,1,1,,,1,,,260,270,160,170,160,160,535,490,435,464,16,13,-1,-1,,1,115,0,2,9,1032,,2,125000,,,,,,287,392,,,,,,,300,232,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28052,0,White Phyntos Wasp Hive,,,,1,,,0,1,0,,,,,,1,,1,1,1,1,1,1,8000,1001,1,,16,64,-1,-1,,1,999,0,1,5,1032,131,4,0,,,,,,1,1,,,,,,,,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
